Situação Contrato;Número Completo Contrato;Data Início;Data Final;Número Ano Mês Final;Código Contrato SIGGO Dimensão;Número NE Contrato;Número NL Contrato;Número OB Contrato;Objeto Contrato;Órgão;Valor Total do Contrato;Código UO - UG Criação Contrato;Valor Total Aditivo Montante
Em Execução;28/2015;23/12/2015 00:00;23/12/2016 00:00;201612;32808;2016NE00053;2016NL04342;2016OB65059;O PRESENTE CONTRATO TEM POR OBJETO AQUISIÇÃO, POR DISPENSA DE LICITAÇÃO, DE MONTAGEM E FORNECIMENTO DE CESTAS DE ALIMENTOS COMPOSTOS PREFERENCIALMENTE DE FRUTAS, VERDURAS E LEGUMES (CESTA VERDE CONVENCIONAL, TIPO I E II) - (NÃO ORGÂNICA), CONFORME CONDIÇÕES, QUANTIDADES E ESPECIFICAÇÕES CONSTANTE NO PROJETO TÉCNICO DE DEMANDA QUE CONSTA NOS AUTOS E NA PROPOSTA TÉCNICA DE VENDA - PTV Nº 01/2015, PARA ATENDIMENTO AOS PROGRAMAS SOCIAIS DA SECRETARIA DE ESTADO DE DESENVOLVIMENTO HUMANO E SOCIAL DO DISTRITO FEDERAL - SEDHS/DF, PRODUZIDOS POR AGRICULTORES FAMILIARES RURAIS E URBANOS, OS DEMAIS BENEFÍCIOS E ORGANIZAÇÕES QUE SE ENQUADREM NAS DISPOSIÇÕES DA LEI FEDERAL Nº 11.326, DE 24 DE JULHO DE 2006, BEM COMO POVOS E COMUNIDADES TRADICIONAIS E OS BENEFÍCIOS DA REFORMA AGRÁRIA, PARA ATENDER A DEMANDA DA CONTRANTE, CONFORME CONDIÇÕES DEFINIDAS NA CHAMADA PÚBLICA 01/2015 E SEUS ANEXOS, OS QUAIS FICAM FAZENDO PARTE INTEGRANTE DO PRESENTE CONTRATO, INDEPENDNTEMENTE DE ANEXAÇÃO OU TRANSCRIÇÃO.;SEC. DE EST. DO TRABALHO E DO EMPREENDEDORISMO-DF;798360;25101 - 250101;0
Em Execução;28/2015;23/12/2015 00:00;23/12/2016 00:00;201612;32808;2016NE00053;2016NL01643;R/N        ;O PRESENTE CONTRATO TEM POR OBJETO AQUISIÇÃO, POR DISPENSA DE LICITAÇÃO, DE MONTAGEM E FORNECIMENTO DE CESTAS DE ALIMENTOS COMPOSTOS PREFERENCIALMENTE DE FRUTAS, VERDURAS E LEGUMES (CESTA VERDE CONVENCIONAL, TIPO I E II) - (NÃO ORGÂNICA), CONFORME CONDIÇÕES, QUANTIDADES E ESPECIFICAÇÕES CONSTANTE NO PROJETO TÉCNICO DE DEMANDA QUE CONSTA NOS AUTOS E NA PROPOSTA TÉCNICA DE VENDA - PTV Nº 01/2015, PARA ATENDIMENTO AOS PROGRAMAS SOCIAIS DA SECRETARIA DE ESTADO DE DESENVOLVIMENTO HUMANO E SOCIAL DO DISTRITO FEDERAL - SEDHS/DF, PRODUZIDOS POR AGRICULTORES FAMILIARES RURAIS E URBANOS, OS DEMAIS BENEFÍCIOS E ORGANIZAÇÕES QUE SE ENQUADREM NAS DISPOSIÇÕES DA LEI FEDERAL Nº 11.326, DE 24 DE JULHO DE 2006, BEM COMO POVOS E COMUNIDADES TRADICIONAIS E OS BENEFÍCIOS DA REFORMA AGRÁRIA, PARA ATENDER A DEMANDA DA CONTRANTE, CONFORME CONDIÇÕES DEFINIDAS NA CHAMADA PÚBLICA 01/2015 E SEUS ANEXOS, OS QUAIS FICAM FAZENDO PARTE INTEGRANTE DO PRESENTE CONTRATO, INDEPENDNTEMENTE DE ANEXAÇÃO OU TRANSCRIÇÃO.;SEC. DE EST. DO TRABALHO E DO EMPREENDEDORISMO-DF;798360;25101 - 250101;0
Em Execução;28/2015;23/12/2015 00:00;23/12/2016 00:00;201612;32808;2016NE00053;2016NL00590;R/N        ;O PRESENTE CONTRATO TEM POR OBJETO AQUISIÇÃO, POR DISPENSA DE LICITAÇÃO, DE MONTAGEM E FORNECIMENTO DE CESTAS DE ALIMENTOS COMPOSTOS PREFERENCIALMENTE DE FRUTAS, VERDURAS E LEGUMES (CESTA VERDE CONVENCIONAL, TIPO I E II) - (NÃO ORGÂNICA), CONFORME CONDIÇÕES, QUANTIDADES E ESPECIFICAÇÕES CONSTANTE NO PROJETO TÉCNICO DE DEMANDA QUE CONSTA NOS AUTOS E NA PROPOSTA TÉCNICA DE VENDA - PTV Nº 01/2015, PARA ATENDIMENTO AOS PROGRAMAS SOCIAIS DA SECRETARIA DE ESTADO DE DESENVOLVIMENTO HUMANO E SOCIAL DO DISTRITO FEDERAL - SEDHS/DF, PRODUZIDOS POR AGRICULTORES FAMILIARES RURAIS E URBANOS, OS DEMAIS BENEFÍCIOS E ORGANIZAÇÕES QUE SE ENQUADREM NAS DISPOSIÇÕES DA LEI FEDERAL Nº 11.326, DE 24 DE JULHO DE 2006, BEM COMO POVOS E COMUNIDADES TRADICIONAIS E OS BENEFÍCIOS DA REFORMA AGRÁRIA, PARA ATENDER A DEMANDA DA CONTRANTE, CONFORME CONDIÇÕES DEFINIDAS NA CHAMADA PÚBLICA 01/2015 E SEUS ANEXOS, OS QUAIS FICAM FAZENDO PARTE INTEGRANTE DO PRESENTE CONTRATO, INDEPENDNTEMENTE DE ANEXAÇÃO OU TRANSCRIÇÃO.;SEC. DE EST. DO TRABALHO E DO EMPREENDEDORISMO-DF;798360;25101 - 250101;0
Em Execução;28/2015;23/12/2015 00:00;23/12/2016 00:00;201612;32808;2016NE00053;2016NL03940;2016OB56670;O PRESENTE CONTRATO TEM POR OBJETO AQUISIÇÃO, POR DISPENSA DE LICITAÇÃO, DE MONTAGEM E FORNECIMENTO DE CESTAS DE ALIMENTOS COMPOSTOS PREFERENCIALMENTE DE FRUTAS, VERDURAS E LEGUMES (CESTA VERDE CONVENCIONAL, TIPO I E II) - (NÃO ORGÂNICA), CONFORME CONDIÇÕES, QUANTIDADES E ESPECIFICAÇÕES CONSTANTE NO PROJETO TÉCNICO DE DEMANDA QUE CONSTA NOS AUTOS E NA PROPOSTA TÉCNICA DE VENDA - PTV Nº 01/2015, PARA ATENDIMENTO AOS PROGRAMAS SOCIAIS DA SECRETARIA DE ESTADO DE DESENVOLVIMENTO HUMANO E SOCIAL DO DISTRITO FEDERAL - SEDHS/DF, PRODUZIDOS POR AGRICULTORES FAMILIARES RURAIS E URBANOS, OS DEMAIS BENEFÍCIOS E ORGANIZAÇÕES QUE SE ENQUADREM NAS DISPOSIÇÕES DA LEI FEDERAL Nº 11.326, DE 24 DE JULHO DE 2006, BEM COMO POVOS E COMUNIDADES TRADICIONAIS E OS BENEFÍCIOS DA REFORMA AGRÁRIA, PARA ATENDER A DEMANDA DA CONTRANTE, CONFORME CONDIÇÕES DEFINIDAS NA CHAMADA PÚBLICA 01/2015 E SEUS ANEXOS, OS QUAIS FICAM FAZENDO PARTE INTEGRANTE DO PRESENTE CONTRATO, INDEPENDNTEMENTE DE ANEXAÇÃO OU TRANSCRIÇÃO.;SEC. DE EST. DO TRABALHO E DO EMPREENDEDORISMO-DF;798360;25101 - 250101;0
Em Execução;28/2015;23/12/2015 00:00;23/12/2016 00:00;201612;32808;2016NE00053;2016NL02263;2016OB33280;O PRESENTE CONTRATO TEM POR OBJETO AQUISIÇÃO, POR DISPENSA DE LICITAÇÃO, DE MONTAGEM E FORNECIMENTO DE CESTAS DE ALIMENTOS COMPOSTOS PREFERENCIALMENTE DE FRUTAS, VERDURAS E LEGUMES (CESTA VERDE CONVENCIONAL, TIPO I E II) - (NÃO ORGÂNICA), CONFORME CONDIÇÕES, QUANTIDADES E ESPECIFICAÇÕES CONSTANTE NO PROJETO TÉCNICO DE DEMANDA QUE CONSTA NOS AUTOS E NA PROPOSTA TÉCNICA DE VENDA - PTV Nº 01/2015, PARA ATENDIMENTO AOS PROGRAMAS SOCIAIS DA SECRETARIA DE ESTADO DE DESENVOLVIMENTO HUMANO E SOCIAL DO DISTRITO FEDERAL - SEDHS/DF, PRODUZIDOS POR AGRICULTORES FAMILIARES RURAIS E URBANOS, OS DEMAIS BENEFÍCIOS E ORGANIZAÇÕES QUE SE ENQUADREM NAS DISPOSIÇÕES DA LEI FEDERAL Nº 11.326, DE 24 DE JULHO DE 2006, BEM COMO POVOS E COMUNIDADES TRADICIONAIS E OS BENEFÍCIOS DA REFORMA AGRÁRIA, PARA ATENDER A DEMANDA DA CONTRANTE, CONFORME CONDIÇÕES DEFINIDAS NA CHAMADA PÚBLICA 01/2015 E SEUS ANEXOS, OS QUAIS FICAM FAZENDO PARTE INTEGRANTE DO PRESENTE CONTRATO, INDEPENDNTEMENTE DE ANEXAÇÃO OU TRANSCRIÇÃO.;SEC. DE EST. DO TRABALHO E DO EMPREENDEDORISMO-DF;798360;25101 - 250101;0
Encerrado;27/2011;01/01/2012 00:00;31/12/2016 00:00;201612;22759;2015NE00771;R/N        ;R/N        ;regular, exclusivamente, segundo a estrutura da tarifa de ALTA TENS?âO CONVENCIONAL DO GRUPO A e SUBGRUPO A4, o fornecimento de energia el?®trica necess?íria ao funcionamento da seguinte unidade consumidora: Identifica?º?úo CEB 1.080.779-9, onde funciona a Penitenci?íria Feminina do Distrito Federal (PFDF), localizada na Granja Luiz Fernando ÔÇô Setor de Ch?ícaras Leste, Quadra 01 AE n??. 02 ÔÇô Setor Leste ÔÇô Gama-DF.;SECRETARIA DE SEGURANÇA PÚBLICA E DA PAZ SOCIAL;1000000;24101 - 220101;1493845,47
Em Execução;9912389006/2015;16/12/2015 00:00;16/12/2016 00:00;201612;32841;2016NE00048;2016NL00592;R/N        ;contratação dos serviços postais e telemáticos: carta simples, carta registrada + ar, telegrama e telegrama fonado.,;SECRETARIA ESTADO DE INFRAESTRUTURA E SERVIÇOS PÚB;10456,08;22101 - 190101;0
Em Execução;28/2015;23/12/2015 00:00;23/12/2016 00:00;201612;32808;2016NE00053;2016NL03934;R/N        ;O PRESENTE CONTRATO TEM POR OBJETO AQUISIÇÃO, POR DISPENSA DE LICITAÇÃO, DE MONTAGEM E FORNECIMENTO DE CESTAS DE ALIMENTOS COMPOSTOS PREFERENCIALMENTE DE FRUTAS, VERDURAS E LEGUMES (CESTA VERDE CONVENCIONAL, TIPO I E II) - (NÃO ORGÂNICA), CONFORME CONDIÇÕES, QUANTIDADES E ESPECIFICAÇÕES CONSTANTE NO PROJETO TÉCNICO DE DEMANDA QUE CONSTA NOS AUTOS E NA PROPOSTA TÉCNICA DE VENDA - PTV Nº 01/2015, PARA ATENDIMENTO AOS PROGRAMAS SOCIAIS DA SECRETARIA DE ESTADO DE DESENVOLVIMENTO HUMANO E SOCIAL DO DISTRITO FEDERAL - SEDHS/DF, PRODUZIDOS POR AGRICULTORES FAMILIARES RURAIS E URBANOS, OS DEMAIS BENEFÍCIOS E ORGANIZAÇÕES QUE SE ENQUADREM NAS DISPOSIÇÕES DA LEI FEDERAL Nº 11.326, DE 24 DE JULHO DE 2006, BEM COMO POVOS E COMUNIDADES TRADICIONAIS E OS BENEFÍCIOS DA REFORMA AGRÁRIA, PARA ATENDER A DEMANDA DA CONTRANTE, CONFORME CONDIÇÕES DEFINIDAS NA CHAMADA PÚBLICA 01/2015 E SEUS ANEXOS, OS QUAIS FICAM FAZENDO PARTE INTEGRANTE DO PRESENTE CONTRATO, INDEPENDNTEMENTE DE ANEXAÇÃO OU TRANSCRIÇÃO.;SEC. DE EST. DO TRABALHO E DO EMPREENDEDORISMO-DF;798360;25101 - 250101;0
Encerrado;27/2011;01/01/2012 00:00;31/12/2016 00:00;201612;22759;2015NE01129;R/N        ;R/N        ;regular, exclusivamente, segundo a estrutura da tarifa de ALTA TENS?âO CONVENCIONAL DO GRUPO A e SUBGRUPO A4, o fornecimento de energia el?®trica necess?íria ao funcionamento da seguinte unidade consumidora: Identifica?º?úo CEB 1.080.779-9, onde funciona a Penitenci?íria Feminina do Distrito Federal (PFDF), localizada na Granja Luiz Fernando ÔÇô Setor de Ch?ícaras Leste, Quadra 01 AE n??. 02 ÔÇô Setor Leste ÔÇô Gama-DF.;SECRETARIA DE SEGURANÇA PÚBLICA E DA PAZ SOCIAL;1000000;24101 - 220101;1493845,47
Em Execução;28/2015;23/12/2015 00:00;23/12/2016 00:00;201612;32808;2016NE00053;2016NL01651;R/N        ;O PRESENTE CONTRATO TEM POR OBJETO AQUISIÇÃO, POR DISPENSA DE LICITAÇÃO, DE MONTAGEM E FORNECIMENTO DE CESTAS DE ALIMENTOS COMPOSTOS PREFERENCIALMENTE DE FRUTAS, VERDURAS E LEGUMES (CESTA VERDE CONVENCIONAL, TIPO I E II) - (NÃO ORGÂNICA), CONFORME CONDIÇÕES, QUANTIDADES E ESPECIFICAÇÕES CONSTANTE NO PROJETO TÉCNICO DE DEMANDA QUE CONSTA NOS AUTOS E NA PROPOSTA TÉCNICA DE VENDA - PTV Nº 01/2015, PARA ATENDIMENTO AOS PROGRAMAS SOCIAIS DA SECRETARIA DE ESTADO DE DESENVOLVIMENTO HUMANO E SOCIAL DO DISTRITO FEDERAL - SEDHS/DF, PRODUZIDOS POR AGRICULTORES FAMILIARES RURAIS E URBANOS, OS DEMAIS BENEFÍCIOS E ORGANIZAÇÕES QUE SE ENQUADREM NAS DISPOSIÇÕES DA LEI FEDERAL Nº 11.326, DE 24 DE JULHO DE 2006, BEM COMO POVOS E COMUNIDADES TRADICIONAIS E OS BENEFÍCIOS DA REFORMA AGRÁRIA, PARA ATENDER A DEMANDA DA CONTRANTE, CONFORME CONDIÇÕES DEFINIDAS NA CHAMADA PÚBLICA 01/2015 E SEUS ANEXOS, OS QUAIS FICAM FAZENDO PARTE INTEGRANTE DO PRESENTE CONTRATO, INDEPENDNTEMENTE DE ANEXAÇÃO OU TRANSCRIÇÃO.;SEC. DE EST. DO TRABALHO E DO EMPREENDEDORISMO-DF;798360;25101 - 250101;0
Rescindido;14/2016;07/06/2016 00:00;02/12/2016 00:00;201612;33382;2016NE00636;2016NL02813;R/N        ;CONTRATAÇÃO DE PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DOS SISTEMAS METROVIÁRIOS, CORRESPONDENTES AO LOTE 01 - MATERIAL RODANTE (mr), CONFORME DEFINIDO NO PROJETO BÁSICO, PARTE INTEGRANTE DO PRESENTE CONTRATO.;COMPANHIA DO METROPOLITANO DO DF - METRÔ-DF;8883112,64;26206 - 200204;0
Em Execução;28/2015;23/12/2015 00:00;23/12/2016 00:00;201612;32808;2016NE00053;2016NL00984;2016OB16540;O PRESENTE CONTRATO TEM POR OBJETO AQUISIÇÃO, POR DISPENSA DE LICITAÇÃO, DE MONTAGEM E FORNECIMENTO DE CESTAS DE ALIMENTOS COMPOSTOS PREFERENCIALMENTE DE FRUTAS, VERDURAS E LEGUMES (CESTA VERDE CONVENCIONAL, TIPO I E II) - (NÃO ORGÂNICA), CONFORME CONDIÇÕES, QUANTIDADES E ESPECIFICAÇÕES CONSTANTE NO PROJETO TÉCNICO DE DEMANDA QUE CONSTA NOS AUTOS E NA PROPOSTA TÉCNICA DE VENDA - PTV Nº 01/2015, PARA ATENDIMENTO AOS PROGRAMAS SOCIAIS DA SECRETARIA DE ESTADO DE DESENVOLVIMENTO HUMANO E SOCIAL DO DISTRITO FEDERAL - SEDHS/DF, PRODUZIDOS POR AGRICULTORES FAMILIARES RURAIS E URBANOS, OS DEMAIS BENEFÍCIOS E ORGANIZAÇÕES QUE SE ENQUADREM NAS DISPOSIÇÕES DA LEI FEDERAL Nº 11.326, DE 24 DE JULHO DE 2006, BEM COMO POVOS E COMUNIDADES TRADICIONAIS E OS BENEFÍCIOS DA REFORMA AGRÁRIA, PARA ATENDER A DEMANDA DA CONTRANTE, CONFORME CONDIÇÕES DEFINIDAS NA CHAMADA PÚBLICA 01/2015 E SEUS ANEXOS, OS QUAIS FICAM FAZENDO PARTE INTEGRANTE DO PRESENTE CONTRATO, INDEPENDNTEMENTE DE ANEXAÇÃO OU TRANSCRIÇÃO.;SEC. DE EST. DO TRABALHO E DO EMPREENDEDORISMO-DF;798360;25101 - 250101;0
Em Execução;35/2014;09/12/2014 00:00;09/12/2016 00:00;201612;31580;2016NE00015;2016NL01260;R/N        ;O CONTRATO TEM POR OBJETO A LOCAÇÃO DE IMÓVEL SITUADO NA QE 17 CONJUNTO K CASA 47 - GUARÁ II - BRASÍLIA/DF, DESTINADO AO FUNCIONAMENTO DE UNIDADE DE ACOLHIMENTO (UNAC) PARA CRIANÇAS E ADOLESCENTES QUE SE ENCONTRAM EM SITUAÇÃO DE ABANDONO, MAUS-TRATOS, NEGLIGÊNCIA OU VIOLÊNCIA FAMILIAR, SOB MEDIDA PROTETIVA DE ACOLHIMENTO INSTITUCIONAL, CONFORME ESPECIFICA O PROJETO BÁSICO DE FLS. 4/12, A JUSTIFICATIVA DE DISPENSA DE LICITAÇÃO DE F. 74 E SUA RETIFICAÇÃO DE FLS. 75 E A PROPOSTA DE FLS. 82/84.;SEC. DE EST. DO TRABALHO E DO EMPREENDEDORISMO-DF;105600;25101 - 250101;100366,7
Em Execução;14/2016;07/06/2016 00:00;02/12/2016 00:00;201612;33382;2016NE00636;2016NL04275;R/N        ;CONTRATAÇÃO DE PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DOS SISTEMAS METROVIÁRIOS, CORRESPONDENTES AO LOTE 01 - MATERIAL RODANTE (mr), CONFORME DEFINIDO NO PROJETO BÁSICO, PARTE INTEGRANTE DO PRESENTE CONTRATO.;COMPANHIA DO METROPOLITANO DO DF - METRÔ-DF;8883112,64;26206 - 200204;0
Em Execução;35/2014;09/12/2014 00:00;09/12/2016 00:00;201612;31580;2016NE00015;2016NL00526;R/N        ;O CONTRATO TEM POR OBJETO A LOCAÇÃO DE IMÓVEL SITUADO NA QE 17 CONJUNTO K CASA 47 - GUARÁ II - BRASÍLIA/DF, DESTINADO AO FUNCIONAMENTO DE UNIDADE DE ACOLHIMENTO (UNAC) PARA CRIANÇAS E ADOLESCENTES QUE SE ENCONTRAM EM SITUAÇÃO DE ABANDONO, MAUS-TRATOS, NEGLIGÊNCIA OU VIOLÊNCIA FAMILIAR, SOB MEDIDA PROTETIVA DE ACOLHIMENTO INSTITUCIONAL, CONFORME ESPECIFICA O PROJETO BÁSICO DE FLS. 4/12, A JUSTIFICATIVA DE DISPENSA DE LICITAÇÃO DE F. 74 E SUA RETIFICAÇÃO DE FLS. 75 E A PROPOSTA DE FLS. 82/84.;SEC. DE EST. DO TRABALHO E DO EMPREENDEDORISMO-DF;105600;25101 - 250101;100366,7
Não Informado;7/2015;16/12/2015 00:00;16/12/2016 00:00;201612;32719;2016NE00015;2016NL00413;R/N        ;Prestação de serviço de dedetização sendo desinsetação,  descupinização desratização, combate ao controle de pragas.;SECRETARIA DA GESTÃO DO TERRITÓRIO E HABITAÇÃO;634,06;28101 - 280101;0
Em Execução;35/2014;09/12/2014 00:00;09/12/2016 00:00;201612;31580;2016NE00015;2016NL01074;2016OB00746;O CONTRATO TEM POR OBJETO A LOCAÇÃO DE IMÓVEL SITUADO NA QE 17 CONJUNTO K CASA 47 - GUARÁ II - BRASÍLIA/DF, DESTINADO AO FUNCIONAMENTO DE UNIDADE DE ACOLHIMENTO (UNAC) PARA CRIANÇAS E ADOLESCENTES QUE SE ENCONTRAM EM SITUAÇÃO DE ABANDONO, MAUS-TRATOS, NEGLIGÊNCIA OU VIOLÊNCIA FAMILIAR, SOB MEDIDA PROTETIVA DE ACOLHIMENTO INSTITUCIONAL, CONFORME ESPECIFICA O PROJETO BÁSICO DE FLS. 4/12, A JUSTIFICATIVA DE DISPENSA DE LICITAÇÃO DE F. 74 E SUA RETIFICAÇÃO DE FLS. 75 E A PROPOSTA DE FLS. 82/84.;SEC. DE EST. DO TRABALHO E DO EMPREENDEDORISMO-DF;105600;25101 - 250101;100366,7
Em Execução;28/2015;23/12/2015 00:00;23/12/2016 00:00;201612;32808;2016NE00053;2016NL03213;R/N        ;O PRESENTE CONTRATO TEM POR OBJETO AQUISIÇÃO, POR DISPENSA DE LICITAÇÃO, DE MONTAGEM E FORNECIMENTO DE CESTAS DE ALIMENTOS COMPOSTOS PREFERENCIALMENTE DE FRUTAS, VERDURAS E LEGUMES (CESTA VERDE CONVENCIONAL, TIPO I E II) - (NÃO ORGÂNICA), CONFORME CONDIÇÕES, QUANTIDADES E ESPECIFICAÇÕES CONSTANTE NO PROJETO TÉCNICO DE DEMANDA QUE CONSTA NOS AUTOS E NA PROPOSTA TÉCNICA DE VENDA - PTV Nº 01/2015, PARA ATENDIMENTO AOS PROGRAMAS SOCIAIS DA SECRETARIA DE ESTADO DE DESENVOLVIMENTO HUMANO E SOCIAL DO DISTRITO FEDERAL - SEDHS/DF, PRODUZIDOS POR AGRICULTORES FAMILIARES RURAIS E URBANOS, OS DEMAIS BENEFÍCIOS E ORGANIZAÇÕES QUE SE ENQUADREM NAS DISPOSIÇÕES DA LEI FEDERAL Nº 11.326, DE 24 DE JULHO DE 2006, BEM COMO POVOS E COMUNIDADES TRADICIONAIS E OS BENEFÍCIOS DA REFORMA AGRÁRIA, PARA ATENDER A DEMANDA DA CONTRANTE, CONFORME CONDIÇÕES DEFINIDAS NA CHAMADA PÚBLICA 01/2015 E SEUS ANEXOS, OS QUAIS FICAM FAZENDO PARTE INTEGRANTE DO PRESENTE CONTRATO, INDEPENDNTEMENTE DE ANEXAÇÃO OU TRANSCRIÇÃO.;SEC. DE EST. DO TRABALHO E DO EMPREENDEDORISMO-DF;798360;25101 - 250101;0
Em Execução;28/2015;23/12/2015 00:00;23/12/2016 00:00;201612;32808;2016NE00053;2016NL01350;2016OB21562;O PRESENTE CONTRATO TEM POR OBJETO AQUISIÇÃO, POR DISPENSA DE LICITAÇÃO, DE MONTAGEM E FORNECIMENTO DE CESTAS DE ALIMENTOS COMPOSTOS PREFERENCIALMENTE DE FRUTAS, VERDURAS E LEGUMES (CESTA VERDE CONVENCIONAL, TIPO I E II) - (NÃO ORGÂNICA), CONFORME CONDIÇÕES, QUANTIDADES E ESPECIFICAÇÕES CONSTANTE NO PROJETO TÉCNICO DE DEMANDA QUE CONSTA NOS AUTOS E NA PROPOSTA TÉCNICA DE VENDA - PTV Nº 01/2015, PARA ATENDIMENTO AOS PROGRAMAS SOCIAIS DA SECRETARIA DE ESTADO DE DESENVOLVIMENTO HUMANO E SOCIAL DO DISTRITO FEDERAL - SEDHS/DF, PRODUZIDOS POR AGRICULTORES FAMILIARES RURAIS E URBANOS, OS DEMAIS BENEFÍCIOS E ORGANIZAÇÕES QUE SE ENQUADREM NAS DISPOSIÇÕES DA LEI FEDERAL Nº 11.326, DE 24 DE JULHO DE 2006, BEM COMO POVOS E COMUNIDADES TRADICIONAIS E OS BENEFÍCIOS DA REFORMA AGRÁRIA, PARA ATENDER A DEMANDA DA CONTRANTE, CONFORME CONDIÇÕES DEFINIDAS NA CHAMADA PÚBLICA 01/2015 E SEUS ANEXOS, OS QUAIS FICAM FAZENDO PARTE INTEGRANTE DO PRESENTE CONTRATO, INDEPENDNTEMENTE DE ANEXAÇÃO OU TRANSCRIÇÃO.;SEC. DE EST. DO TRABALHO E DO EMPREENDEDORISMO-DF;798360;25101 - 250101;0
Em Execução;27/2011;01/01/2012 00:00;31/12/2016 00:00;201612;22759;2015NE01020;2015NL01649;R/N        ;regular, exclusivamente, segundo a estrutura da tarifa de ALTA TENS?âO CONVENCIONAL DO GRUPO A e SUBGRUPO A4, o fornecimento de energia el?®trica necess?íria ao funcionamento da seguinte unidade consumidora: Identifica?º?úo CEB 1.080.779-9, onde funciona a Penitenci?íria Feminina do Distrito Federal (PFDF), localizada na Granja Luiz Fernando ÔÇô Setor de Ch?ícaras Leste, Quadra 01 AE n??. 02 ÔÇô Setor Leste ÔÇô Gama-DF.;SECRETARIA DE SEGURANÇA PÚBLICA E DA PAZ SOCIAL;1000000;24101 - 220101;1493845,47
Encerrado;27/2011;01/01/2012 00:00;31/12/2016 00:00;201612;22759;2015NE00277;R/N        ;R/N        ;regular, exclusivamente, segundo a estrutura da tarifa de ALTA TENS?âO CONVENCIONAL DO GRUPO A e SUBGRUPO A4, o fornecimento de energia el?®trica necess?íria ao funcionamento da seguinte unidade consumidora: Identifica?º?úo CEB 1.080.779-9, onde funciona a Penitenci?íria Feminina do Distrito Federal (PFDF), localizada na Granja Luiz Fernando ÔÇô Setor de Ch?ícaras Leste, Quadra 01 AE n??. 02 ÔÇô Setor Leste ÔÇô Gama-DF.;SECRETARIA DE SEGURANÇA PÚBLICA E DA PAZ SOCIAL;1000000;24101 - 220101;1493845,47
Em Execução;32/2015;10/12/2015 00:00;09/12/2016 00:00;201612;32775;2016NE01846;R/N        ;R/N        ;contratação de empresa especializada para execução de serviços de vigilância, segurança patrimonial e controle de circulação de pessoas.;TRANSPORTE URBANO DO DISTRITO FEDERAL - DFTRANS;5489896,44;26204 - 200203;13713094,92
Em Execução;27/2011;01/01/2012 00:00;31/12/2016 00:00;201612;22759;2014NE00023;2014NL01145;R/N        ;regular, exclusivamente, segundo a estrutura da tarifa de ALTA TENS?âO CONVENCIONAL DO GRUPO A e SUBGRUPO A4, o fornecimento de energia el?®trica necess?íria ao funcionamento da seguinte unidade consumidora: Identifica?º?úo CEB 1.080.779-9, onde funciona a Penitenci?íria Feminina do Distrito Federal (PFDF), localizada na Granja Luiz Fernando ÔÇô Setor de Ch?ícaras Leste, Quadra 01 AE n??. 02 ÔÇô Setor Leste ÔÇô Gama-DF.;SECRETARIA DE SEGURANÇA PÚBLICA E DA PAZ SOCIAL;1000000;24101 - 220101;1493845,47
Em Execução;28/2015;23/12/2015 00:00;23/12/2016 00:00;201612;32808;2016NE00053;2016NL00401;R/N        ;O PRESENTE CONTRATO TEM POR OBJETO AQUISIÇÃO, POR DISPENSA DE LICITAÇÃO, DE MONTAGEM E FORNECIMENTO DE CESTAS DE ALIMENTOS COMPOSTOS PREFERENCIALMENTE DE FRUTAS, VERDURAS E LEGUMES (CESTA VERDE CONVENCIONAL, TIPO I E II) - (NÃO ORGÂNICA), CONFORME CONDIÇÕES, QUANTIDADES E ESPECIFICAÇÕES CONSTANTE NO PROJETO TÉCNICO DE DEMANDA QUE CONSTA NOS AUTOS E NA PROPOSTA TÉCNICA DE VENDA - PTV Nº 01/2015, PARA ATENDIMENTO AOS PROGRAMAS SOCIAIS DA SECRETARIA DE ESTADO DE DESENVOLVIMENTO HUMANO E SOCIAL DO DISTRITO FEDERAL - SEDHS/DF, PRODUZIDOS POR AGRICULTORES FAMILIARES RURAIS E URBANOS, OS DEMAIS BENEFÍCIOS E ORGANIZAÇÕES QUE SE ENQUADREM NAS DISPOSIÇÕES DA LEI FEDERAL Nº 11.326, DE 24 DE JULHO DE 2006, BEM COMO POVOS E COMUNIDADES TRADICIONAIS E OS BENEFÍCIOS DA REFORMA AGRÁRIA, PARA ATENDER A DEMANDA DA CONTRANTE, CONFORME CONDIÇÕES DEFINIDAS NA CHAMADA PÚBLICA 01/2015 E SEUS ANEXOS, OS QUAIS FICAM FAZENDO PARTE INTEGRANTE DO PRESENTE CONTRATO, INDEPENDNTEMENTE DE ANEXAÇÃO OU TRANSCRIÇÃO.;SEC. DE EST. DO TRABALHO E DO EMPREENDEDORISMO-DF;798360;25101 - 250101;0
